,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
337,NVST,Building E,Brea,CA,92821-6208,United States,http://www.envistaco.com,Medical Instruments & Supplies,Healthcare,"Envista Holdings Corporation, together with its subsidiaries, develops, manufactures and markets dental products in the United States and internationally. The company operates in two segment, Specialty Products & Technologies and Equipment & Consumable...",2020-12-20
338,APXTU,533 Airport Boulevard,Burlingame,CA,94010,United States,http://www.apexacquisitioncorp.com,Shell Companies,Financial Services,"Apex Technology Acquisition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the s...",2020-12-20
339,ALRS,401 Demers Avenue,Grand Forks,ND,58201,United States,http://www.alerus.com,Banks—Regional,Financial Services,"Alerus Financial Corporation, through its subsidiary Alerus Financial, National Association, provides various financial services to businesses and consumers in the United States. The company operates through four segments: Banking, Retirement and Benef...",2020-12-20
340,EXPCU,100 St. Paul Street,Denver,CO,80206,United States,,Shell Companies,Financial Services,"Experience Investment Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more operating businesses. The...",2020-12-20
341,NET,101 Townsend Street,San Francisco,CA,94107,United States,http://www.cloudflare.com,Software—Infrastructure,Technology,"CloudFlare, Inc. operates a cloud platform that delivers a range of network services to businesses worldwide. The company provides an integrated cloud-based security solution to secure a range of combination of platforms, including public cloud, privat...",2020-12-20
342,STSA,400 Oyster Point Boulevard,South San Francisco,CA,94080,United States,http://www.satsumarx.com,Biotechnology,Healthcare,"Satsuma Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops a novel therapeutic product for the acute treatment of migraine. Its lead product candidate is STS101, a drug-device combination of a proprietary dry-powder formulation...",2020-12-20
343,SWTX,100 Washington Boulevard,Stamford,CT,06902,United States,http://www.springworkstx.com,Biotechnology,Healthcare,"SpringWorks Therapeutics, Inc., a clinical-stage biopharmaceutical company, acquires, develops, and commercializes medicines for underserved patient populations suffering from rare diseases and cancer. Its lead product candidate is nirogacestat, an ora...",2020-12-20
344,TXG,6230 Stoneridge Mall Road,Pleasanton,CA,94588,United States,http://www.10xgenomics.com,Health Information Services,Healthcare,"10x Genomics, Inc., a life science technology company, develops and sells instruments, consumables, and software for analyzing biological systems in North America, Europe, the Middle East, Africa, China, and the Asia Pacific. Its company offers chromiu...",2020-12-20
345,SDC,414 Union Street,Nashville,TN,37219,United States,http://smiledirectclub.com,Medical Devices,Healthcare,"SmileDirectClub, Inc. operates a teledentistry platform that provides member's with a customized clear aligner therapy treatment in the United States and internationally. The company manages the end-to-end process, which include marketing, aligner manu...",2020-12-20
346,NPAUU,Building 1,Austin,TX,78730,United States,http://www.npa-corp.com,Shell Companies,Financial Services,"New Providence Acquisition Corp. does not have significant operations. It intends to acquire business through a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or business combination with one or more businesses. The ...",2020-12-20
347,OYST,202 Carnegie Center,Princeton,NJ,08540,United States,http://www.oysterpointrx.com,Biotechnology,Healthcare,"Oyster Point Pharma, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of pharmaceutical therapies to treat ocular surface diseases in the United States. The company's lead product candidate ...",2020-12-20
348,LATNU,509 Madison Avenue,New York,NY,10022,United States,http://unionacquisitiongroup.com/uac-ii,Shell Companies,Financial Services,"Union Acquisition Corp. II does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or other similar business combination with one or more businesses o...",2020-12-20
349,MCBS,5114 Buford Highway,Doraville,GA,30340,United States,http://www.metrocitybank.bank,Banks—Regional,Financial Services,"MetroCity Bankshares, Inc. operates as the bank holding company for Metro City Bank that offers banking products and services in Georgia, The United States. It offers consumer and commercial checking accounts, savings accounts, certificates of deposits...",2020-12-20
350,FREQ,19 Presidential Way,Woburn,MA,01801,United States,http://www.frequencytx.com,Biotechnology,Healthcare,"Frequency Therapeutics, Inc., a clinical-stage biotechnology company, focuses on harnessing the body's innate biology to repair or reverse damage caused by a broad range of degenerative diseases. Its Progenitor Cell Activation approach, uses combinatio...",2020-12-20
351,APRE,535 Boylston Street,Boston,MA,02116,United States,http://www.aprea.com,Biotechnology,Healthcare,"Aprea Therapeutics, Inc., a biopharmaceutical company, develops and commercializes cancer therapeutics that reactivate mutant p53 tumor suppressor protein. Its lead product candidate is APR-246, a small molecule p53 reactivator that is in late-stage cl...",2020-12-20
352,BNTX,An der Goldgrube 12,Mainz,,55131,Germany,http://www.biontech.de,Biotechnology,Healthcare,"BioNTech SE, a biotechnology company, develops and commercializes immunotherapies for cancer and other infectious diseases. The company is involved in developing FixVac product candidates, including BNT111, which is in Phase I clinical trial for advanc...",2020-12-20
353,HBT,401 North Hershey Road,Bloomington,IL,61704,United States,http://ir.hbtfinancial.com,Banks—Regional,Financial Services,"HBT Financial, Inc. operates as the bank holding company for Heartland Bank and Trust Company and State Bank of Lincoln that provides business, commercial, and retail banking products and services to individuals, businesses, and municipal entities. It ...",2020-12-20
354,VIR,499 Illinois Street,San Francisco,CA,94158,United States,http://www.vir.bio,Biotechnology,Healthcare,"Vir Biotechnology, Inc., a clinical-stage immunology company, develops therapeutic products to treat and prevent serious infectious diseases. It develops VIR-2218 and VIR-3434 for the treatment of hepatitis B virus; VIR-2482 for the prevention of influ...",2020-12-20
355,IPHA,117 Avenue de Luminy,Marseille,,13009,France,http://www.innate-pharma.com,Biotechnology,Healthcare,"Innate Pharma S.A., a biotechnology company, discovers and develops therapeutic antibodies for the treatment of oncology indications in France and internationally. The company's products include Monalizumab, an immune checkpoint inhibitor that is in Ph...",2020-12-20
356,BRBR,2503 South Hanley Road,Saint Louis,MO,63144-2503,United States,http://www.bellring.com,Packaged Foods,Consumer Defensive,"BellRing Brands, Inc. manufactures and sells nutrition products in the United States and internationally. It offers ready-to-drink (RTD) protein shakes, other RTD beverages, powders, and nutrition bars and supplements. The company provides its products...",2020-12-20
357,RAPT,561 Eccles Avenue,South San Francisco,CA,94080,United States,http://www.rapt.com,Biotechnology,Healthcare,"RAPT Therapeutics, Inc., a clinical-stage immunology-based biopharmaceutical company, focuses on discovering, developing, and commercializing oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases. Its lead on...",2020-12-20
358,BRP,4010 West Boy Scout Boulevard,Tampa,FL,33607,United States,http://www.baldwinriskpartners.com,Insurance Brokers,Financial Services,"BRP Group, Inc. operates as an insurance distribution company in the United States and internationally. The company operates through four segments: Middle Market, Specialty, MainStreet, and Medicare. The Middle Market segment provides private risk mana...",2020-12-20
359,DAO,"No. 399, Wangshang Road",Hangzhou,,310051,China,http://www.youdao.com,Internet Content & Information,Communication Services,"Youdao, Inc., an internet technology company, provides online services in content, community, communication, and commerce in China. The company provides various learning content, applications, and solutions, which covers topics and targets people from ...",2020-12-20
360,CABA,2929 Arch Street,Philadelphia,PA,19104,United States,http://www.cabalettabio.com,Biotechnology,Healthcare,"Cabaletta Bio, Inc., a clinical-stage biotechnology company, focuses on the discovery and development of engineered T cell therapies for patients with B cell-mediated autoimmune diseases. Its proprietary technology utilizes chimeric autoantibody recept...",2020-12-20
361,AIH,1122 Nanshan Boulevard,Shenzhen,,518052,China,http://ir.aihgroup.net,Medical Care Facilities,Healthcare,"Aesthetic Medical International Holdings Group Limited provides aesthetic medical services. It offers surgical aesthetic treatments, such as eye surgery, rhinoplasty, breast augmentation, and liposuction; and non-surgical aesthetic treatments comprisin...",2020-12-20
362,HAPP,"No. 11, Dongjiao East Road",Nanping,,353200,China,http://www.happ.org.cn,Drug Manufacturers—Specialty & Generic,Healthcare,"Happiness Biotech Group Limited engages in the research, development, manufacture, and sale of nutraceutical and dietary supplement products in the People's Republic of China and internationally. The company's product category includes lucidum spore po...",2020-12-20
363,PHAT,100 Campus Drive,Florham Park,NJ,07932,United States,http://www.phathompharma.com,Biotechnology,Healthcare,"Phathom Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases. The company has the rights in the United States, Europe, and Canada to vonoprazan, a potassiu...",2020-12-20
364,PGNY,1359 Broadway,New York,NY,10018,United States,http://www.progyny.com,Health Information Services,Healthcare,"Progyny, Inc., a benefits management company, specializes in fertility and family building benefits solutions for employers in the United States. Its fertility benefits solution includes differentiated benefits plan design, personalized concierge-style...",2020-12-20
365,TFFP,2600 Via Fortuna,Austin,TX,78746,United States,http://www.tffpharma.com,Biotechnology,Healthcare,"TFF Pharmaceuticals, Inc., an early-stage biopharmaceutical company, focuses on developing and commercializing drug products based on its patented Thin Film Freezing, or TFF, technology platform. It intends to initially focus on the development of inha...",2020-12-20
366,VIE,One MedImmune Way,Gaithersburg,MD,20878,United States,http://www.vielabio.com,Biotechnology,Healthcare,"Viela Bio, Inc., a clinical-stage biotechnology company, engages in the research and development of treatments for severe inflammation and autoimmune diseases in the United States. The company's lead product candidate is inebilizumab, a humanized monoc...",2020-12-20
367,CHPMU,25 Deforest Avenue,Summit,NJ,07901,United States,,Shell Companies,Financial Services,"CHP Merger Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses with a focus on the healthcare ...",2020-12-20
368,FSRVU,1345 Avenue of the Americas,New York,NY,10105,United States,http://finservacquisition.com,Shell Companies,Financial Services,"Finserv Acquisition Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was fo...",2020-12-20
369,DUO,"Unit B2, Kexing Science Park",Shenzhen,,518057,China,http://www.fangdd.com,Real Estate Services,Real Estate,"Fangdd Network Group Ltd. operates as an online real estate marketplace in the People's Republic of China. The company operates fangdd.com, an agent-centric data-driven transaction platform that provides region-specific real estate news, information, p...",2020-12-20
370,QK,Building A,Shanghai,,200032,China,http://www.qk365.com,Real Estate Services,Real Estate,"Q&K International Group Limited operates a long-term apartment rental platform in the People's Republic of China. The company sources apartments from landlords, converts them into standardized furnished rooms, and leases to tenants. It also provides In...",2020-12-20
371,CNTG,Am Strande 7,Rostock,,18055,Germany,http://www.centogene.com,Diagnostics & Research,Healthcare,"Centogene N.V., together with its subsidiaries, engages in diagnosis and research around rare diseases that transform clinical and genetic data into information for patients, physicians, and pharmaceutical companies. Its platform analyzes epidemiologic...",2020-12-20
372,GRTX,2 West Liberty Boulevard,Malvern,PA,19355,United States,http://www.galeratx.com,Biotechnology,Healthcare,"Galera Therapeutics, Inc., a clinical stage biopharmaceutical company, focuses on the development and commercialization of therapeutics for the transformation of radiotherapy in cancer. The company's lead product candidate is avasopasem manganese (GC44...",2020-12-20
373,SI,4250 Executive Square,La Jolla,CA,92037,United States,http://www.silvergatebank.com,Banks—Regional,Financial Services,"Silvergate Capital Corporation operates as a bank holding company for Silvergate Bank that provides banking products and services to business and individual clients in the United States and internationally. The company accepts deposit products, includi...",2020-12-20
374,TELA,1 Great Valley Parkway,Malvern,PA,19355,United States,http://www.telabio.com,Medical Devices,Healthcare,"TELA Bio, Inc., a medical technology company, focuses on the design, development, and marketing of tissue reinforcement materials to address unmet needs in soft tissue reconstruction. The company provides a portfolio of OviTex Reinforced Tissue Matrix ...",2020-12-20
375,SRACU,1345 Abbot Kinney Boulevard,Venice,CA,90291,United States,http://www.stableroadcapital.com,Shell Companies,Financial Services,"Stable Road Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis in...",2020-12-20
376,MOHO,Xuhuiyuan Business Building,Shanghai,,200030,China,http://ecmoho.com,Internet Retail,Consumer Cyclical,"ECMOHO Limited, an investment holding company, operates as an integrated solution provider in the non-medical health and wellness market. The company offers health supplements and food, mother and child care products, personal care products, and househ...",2020-12-20
377,KRKR,"Tower A1, Junhao Central Park Plaza",Beijing,,100026,China,http://www.36Kr.com,Internet Content & Information,Communication Services,"36Kr Holdings Inc. offers content and business services to new economy participants in the People's Republic of China. It creates and distributes various content, including insightful reports on companies and timely market updates, as well as editorial...",2020-12-20
378,CNSP,2100 West Loop South,Houston,TX,77027,United States,http://www.cnspharma.com,Biotechnology,Healthcare,"CNS Pharmaceuticals, Inc., a preclinical stage pharmaceutical company, focuses on the development of anti-cancer drug candidates for the treatment of primary and metastatic brain, and central nervous system tumors. The company's lead drug candidate is ...",2020-12-20
379,ETNB,142 Sansome Street,San Francisco,CA,94104,United States,http://www.89bio.com,Biotechnology,Healthcare,"89bio, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for the treatment of liver and cardio-metabolic diseases. Its lead product candidate is BIO89-100, a glycoPEGylated analog of fibrobl...",2020-12-20
380,YAYO,433 North Camden Drive,Beverly Hills,CA,90210,United States,http://www.yayyo.com,Software—Application,Technology,"Rideshare Rental, Inc., through its subsidiaries, engages in developing vehicle rental platform in the United States. It operates Rideshare Platform, an online peer-to-peer booking platform that rents standard passenger vehicles to self-employed ridesh...",2020-12-20
381,GRNVU,One Penn Plaza,New York,NY,10019,United States,,Shell Companies,Financial Services,"Greenvision Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to focus on target businesses operating in t...",2020-12-20
382,AMHCU,1177 Avenue of the Americas,New York,NY,10036,United States,,Shell Companies,Financial Services,"Amplitude Healthcare Acquisition Corporation does not have significant operations. It intends to acquire assets and businesses through a merger, share exchange, share purchase, reorganization, or similar business combination with one or more businesses...",2020-12-20
383,SITM,5451 Patrick Henry Drive,Santa Clara,CA,95054,United States,http://www.sitime.com,Semiconductors,Technology,"SiTime Corporation, a semiconductor company, provides silicon timing systems solutions in Taiwan, Hong Kong, the United States, and internationally. Its products include resonators and clock integrated circuits, programmable OCXOs, precision MHz super-...",2020-12-20
384,CAN,Dicara Silver Tower,Hangzhou,,310016,China,http://canaan-creative.com,Computer Hardware,Technology,"Canaan Inc. engages in the research, design, and sale of integrated circuit (IC) final system products by integrating IC products for bitcoin mining and related components primarily in the People's Republic of China. It is also involved in the assembly...",2020-12-20
385,PTACU,3485 North Pines Way,Wilson,WY,83014,United States,http://proptechacquisition.com,Shell Companies,Financial Services,"PropTech Acquisition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. The company wa...",2020-12-20
386,PINE,1140 North Williamson Boulevard,Daytona Beach,FL,32114,United States,http://www.alpinereit.com,REIT—Diversified,Real Estate,"Alpine Income Property Trust, Inc. (NYSE: PINE) is a publicly traded real estate investment trust that acquires, owns and operates a portfolio of high-quality single-tenant net leased commercial income properties.",2020-12-20
387,MKD,Building 12,Shanghai,,201109,China,http://www.molbase.cn,Chemicals,Basic Materials,"Molecular Data Inc., through its subsidiaries, operates in the chemical e-commerce business in the People's Republic of China. The company operates technology-driven platform that connects participants along the chemical value chain through its integra...",2020-12-20
388,MNPR,1000 Skokie Boulevard,Wilmette,IL,60091,United States,http://www.monopartx.com,Biotechnology,Healthcare,"Monopar Therapeutics Inc., a biopharmaceutical company, engages in developing proprietary therapeutics to enhance clinical outcomes for cancer patients in the United States. It is involved in developing Validive, a clonidine mucobuccal tablet that is i...",2020-12-20
389,INDO,Dea Tower I,Jakarta,,12950,Indonesia,http://www.indo-energy.com,Oil & Gas E&P,Energy,"Indonesia Energy Corporation Limited, through its subsidiaries, operates as an oil and gas exploration and production company in Indonesia. It holds interests in the Kruh Block, a producing block covering an area of 258 km2 with net crude oil proved re...",2020-12-20
390,OCFT,Ping An Financial Center,Shenzhen,,,China,http://www.ocft.com,Software—Application,Technology,"OneConnect Financial Technology Co., Ltd. provides cloud-platform-based Fintech solutions, and online information and operating support services for financial institutions in the People's Republic of China. It offers digital retail banking, small and m...",2020-12-20
391,SPT,131 South Dearborn Street,Chicago,IL,60603,United States,http://www.sproutsocial.com,Software—Application,Technology,"Sprout Social, Inc. designs, develops, and operates a web-based social media management tool in Americas, EMEA, and the Asia Pacific. The company offers cloud software that brings together social messaging, data, and workflows in a unified system of re...",2020-12-20
392,CIICU,40 West 57th Street,New York,NY,10019,United States,http://ciigcorp.com,Shell Companies,Financial Services,"CIIG Merger Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in...",2020-12-20
393,BILL,1800 Embarcadero Road,Palo Alto,CA,94303,United States,http://www.bill.com,Software—Application,Technology,"Bill.com Holdings, Inc. provides cloud-based software that digitizes and automates back-office financial operations for small and midsize businesses worldwide. It offers artificial-intelligence (AI)-enabled financial software platform. The company prov...",2020-12-20
394,EH,Building C,Guangzhou,,510700,China,http://www.ehang.com,Aerospace & Defense,Industrials,"EHang Holdings Limited operates as an autonomous aerial vehicle (AAV) technology platform company in the People's Republic of China, Europe, North America, West Asia, and internationally. It designs, develops, manufactures, sells, and operates AAVs, as...",2020-12-20
395,XP,"Av. Chedid Jafet, 75",SÃ£o Paulo,SP,04551-065,Brazil,http://www.xpinc.com,Capital Markets,Financial Services,XP Inc. operates technology-driven financial services platform that provides financial products and services in Brazil. It provides broker-dealer services for high-net worth customers and institutional clients; product structuring and capital markets s...,2020-12-20
396,LIVKU,Torre Virreyes,Mexico City,DF,11040,Mexico,,Shell Companies,Financial Services,"LIV Capital Acquisition Corp. does not have significant operations. It intends to identify and evaluate businesses or assets with a view to complete a qualifying transaction. The company was founded in 2019 and is based in Mexico City, Mexico. LIV Capi...",2020-12-20
397,LMPX,500 East Broward Boulevard,Fort Lauderdale,FL,33394,United States,http://lmpmotors.com,Auto & Truck Dealerships,Consumer Cyclical,"LMP Automotive Holdings, Inc. operates an e-commerce and facilities-based platform for consumers who desire to buy, sell, subscribe for, or finance pre-owned and new automobiles in the United States. It buys pre-owned automobiles primarily through auct...",2020-12-20
398,ARQT,2945 Townsgate Road,Westlake Village,CA,91361,United States,http://www.arcutis.com,Biotechnology,Healthcare,"Arcutis Biotherapeutics, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for dermatological diseases. Its lead product candidate is ARQ-151, a topical cream formulation of roflumilast that is in Phase III clinica...",2020-12-20
399,ONEM,One Embarcadero Center,San Francisco,CA,94111,United States,http://www.onemedical.com,Health Information Services,Healthcare,"1Life Healthcare, Inc. operates a membership-based primary care platform. The company has developed a healthcare membership model based on direct consumer enrollment, as well as employer sponsorship. Its membership model includes seamless access to dig...",2020-12-20
400,REYN,1900 W. Field Court,Lake Forest,IL,60045,United States,http://www.reynoldsconsumerproducts.com,Packaging & Containers,Consumer Cyclical,"Reynolds Consumer Products Inc. produces and sells products in cooking, waste and storage, and tableware product categories in the United States and internationally. It operates through four segments: Reynolds Cooking & Baking, Hefty Waste & Storage, H...",2020-12-20
401,BDTX,139 Main Street,Cambridge,MA,02142,United States,http://www.blackdiamondtherapeutics.com,Biotechnology,Healthcare,"Black Diamond Therapeutics, Inc., a precision oncology medicine company, discovers and develops small molecule, tumor-agnostic therapies. Its lead product candidate is BDTX-189, an inhibitor of non-canonical and oncogenic mutations of ErbB kinases epid...",2020-12-20
402,ANPC,801 Bixing Street,Lishui,,323006,China,http://www.anpacbio.com,Biotechnology,Healthcare,"Anpac Bio-Medical Science Co., Ltd., a development-stage biotechnology company, researches, develops, markets, and sells multi-cancer screening and detection tests to corporations and life insurance companies in the People's Republic of China and the U...",2020-12-20
403,ANVS,1055 Westlakes Drive,Berwyn,PA,19312,United States,http://www.annovisbio.com,Biotechnology,Healthcare,"Annovis Bio, Inc., a clinical stage drug platform company, develops drugs to treat neurodegeneration. Its lead compound is ANVS401, which is in Phase 2a clinical trials for the treatment of Alzheimer's disease (AD), Parkinson's disease, Alzheimer's dis...",2020-12-20
404,GHIVU,9800 Wilshire Boulevard,Beverly Hills,CA,90212,United States,http://www.gores.com,Shell Companies,Financial Services,"Gores Holdings IV, Inc. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or related business combination with one or more businesses. The company was founded in 2019 and is based in Be...",2020-12-20
405,IMAB,"West Tower, OmniVision",Shanghai,,201210,China,http://www.i-mabbiopharma.com,Biotechnology,Healthcare,"I-Mab, a clinical stage biopharmaceutical company, engages in the discovery, development, and commercialization of novel or highly differentiated biologics to treat diseases with unmet medical needs, primarily cancers and autoimmune disorders. It is de...",2020-12-20
406,LIZI,Yangcheng Creative Industry Zone,Guangzhou,,510655,China,http://www.lizhi.fm,Internet Content & Information,Communication Services,"Lizhi Inc. operates an online user-generated content audio community, interactive audio entertainment platform, and online audio platform in China. It provides podcasts and audio entertainment products. The company also offers Lizhi app that allows use...",2020-12-20
407,VEL,30699 Russell Ranch Road,Westlake Village,CA,91362,United States,http://www.velfinance.com,Mortgage Finance,Financial Services,"Velocity Financial, Inc. operates as a real estate finance company in the United States. The company primarily originates and manages investor loans secured by 1-4 unit residential rental and small commercial properties. It offers its products through ...",2020-12-20
408,DNK,Chao Yang Shou Fu,Beijing,,100010,China,http://www.danke.com,Real Estate Services,Real Estate,"Phoenix Tree Holdings Limited, through its subsidiaries, leases apartments from property owners and rents them to residents and corporate clients in the People's Republic of China. It designs, renovates, and furnishes apartments; and provides WiFi, 24/...",2020-12-20
409,PASG,2 Commerce Square,Philadelphia,PA,19103,United States,http://www.passagebio.com,Biotechnology,Healthcare,"Passage Bio, Inc., a genetic medicines company, focuses on developing transformative therapies for rare monogenic central nervous system (CNS) diseases. It has research, collaboration, and license agreement with the University of Pennsylvania and its g...",2020-12-20
410,GNRSU,1000 Woodbury Road,Woodbury,NY,11797,United States,,Shell Companies,Financial Services,"Greenrose Acquisition Corp. does not have significant operations. It focuses on entering into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more business...",2020-12-20
411,CSPR,Three World Trade Center,New York,NY,10007,United States,http://www.casper.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Casper Sleep Inc., together with its subsidiaries, designs and sells sleep products to consumers in the United States, Canada, and Europe. It offers a range of Casper mattresses, pillows, sheets, duvets, bedroom furniture, sleep accessories, sleep tech...",2020-12-20
412,BEAM,26 Landsdowne Street,Cambridge,MA,02139,United States,http://www.beamtx.com,Biotechnology,Healthcare,"Beam Therapeutics Inc., a biotechnology company, engages in developing precision genetic medicines for patients suffering from serious diseases in the United States. The company is developing therapies for the development of sickle cell disease and bet...",2020-12-20
413,SDGR,120 West 45th Street,New York,NY,10036,United States,http://www.schrodinger.com,Health Information Services,Healthcare,"SchrÃ¶dinger, Inc. provides computational platform to accelerate drug discovery and materials design for biopharmaceutical and industrial companies, academic institutions, and government laboratories worldwide. The company operates through two segments...",2020-12-20
414,PPD,929 North Front Street,Wilmington,NC,28401-3331,United States,http://www.ppdi.com,Drug Manufacturers—Specialty & Generic,Healthcare,"PPD, Inc. provides drug development services to the biopharmaceutical industry worldwide. The company operates through Clinical Development Services and Laboratory Services segments. It offers clinical development services, including product developmen...",2020-12-20
415,PFHD,396 Alhambra Circle,Coral Gables,FL,33134,United States,http://www.myprobank.com,Banks—Regional,Financial Services,"Professional Holding Corp., a financial holding company, operates primarily through its subsidiary, Professional Bank, provides banking products and services to small and medium sized businesses, other professionals, entrepreneurs, and high net worth i...",2020-12-20
416,ONEW,6275 Lanier Islands Parkway,Buford,GA,30518,United States,http://www.onewatermarine.com,Recreational Vehicles,Consumer Cyclical,"OneWater Marine Inc. operates as a recreational boat retailer in the United States. It offers new and pre-owned recreational boats and yachts, as well as related marine products, such as parts and accessories. The company also provides boat repair and ...",2020-12-20
417,NREF,300 Crescent Court,Dallas,TX,75201,United States,http://www.nexpointfinance.com,REIT—Diversified,Real Estate,"NexPoint Real Estate Finance, Inc. operates as a commercial real estate finance company in the United States. It focuses on originating, structuring, and investing in first mortgage loans, mezzanine loans, preferred equity, and preferred stock, as well...",2020-12-20
418,HUIZ,Building 3-4,Shenzhen,,518052,China,http://www.huize.com,Insurance Brokers,Financial Services,"Huize Holding Limited is a leading independent online insurance product and service platform in China. Targeting the younger generation, Huize is dedicated to serving its insurance clients for their life-long insurance needs. Leveraging its online plat...",2020-12-20
419,ZCMD,Nanxi Creative Center,Shanghai,,200040,China,http://www.izcmd.com,Health Information Services,Healthcare,"Zhongchao Inc. provides healthcare information, education, and training services in China. It offers online and onsite health information services, healthcare education programs, and healthcare training products, including clinical practice training, o...",2020-12-20
420,MEDS,3840 Land Oâ Lakes Boulevard,Land O'Lakes,FL,34639,United States,http://www.trxadegroup.com,Pharmaceutical Retailers,Healthcare,"Trxade Group, Inc., together with its subsidiaries, owns and operates a business-to-business (B2B) web-based marketplace focused on the pharmaceutical industry in the United States. It operates through Trxade, Inc.; Community Specialty Pharmacy, LLC; I...",2020-12-20
421,GRIL,308 East Renfro Street,Burleson,TX,76028,United States,http://www.musclemakergrill.com,Restaurants,Consumer Cyclical,"Muscle Maker, Inc. owns, operates, and franchises Muscle Maker Grill and Healthy Joe's restaurants under the Muscle Maker Grill name. As of December 31, 2019, the company had 10 company-owned and 28 franchised restaurants located in the United States a...",2020-12-20
422,RVMD,700 Saginaw Drive,Redwood City,CA,94063,United States,http://www.revmed.com,Biotechnology,Healthcare,"Revolution Medicines, Inc., a clinical-stage precision oncology company, focuses on developing therapies to inhibit targets primarily within the RAS and mTOR signaling pathways. The company's principal product candidate is RMC-4630, an inhibitor of SHP...",2020-12-20
423,ZGYHU,126 Zhong Bei,Wuhan,,430061,China,,Shell Companies,Financial Services,"Yunhong International intends to acquire assets and businesses or entities through a merger, share exchange, share purchase, recapitalization, reorganization, or similar business combination. The company was formerly known as China Yunhong Holdings Ltd...",2020-12-20
424,NBACU,SOHO Square,Shanghai,,200002,China,,Shell Companies,Financial Services,"Newborn Acquisition Corp. does not have significant operations. It intends to acquire, through a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination, one or more businesses o...",2020-12-20
425,ESSCU,25 Mall Road,Burlington,MA,01803,United States,,Shell Companies,Financial Services,"East Stone Acquisition Corporation does not have significant operations. It focuses on providing technological services to the financial industry in North America and the Asia-Pacific. The company was founded in 2018 and is based in Burlington, Massach...",2020-12-20
426,IMRA,116 Huntington Avenue,Boston,MA,02116,United States,http://imaratx.com,Biotechnology,Healthcare,"Imara, Inc., a clinical-stage biopharmaceutical company, develops and commercializes therapeutics for patients with rare genetic disorders of hemoglobin. It develops IMR-687, which is an oral, once-a-day therapeutic for the treatment of sickle cell dis...",2020-12-20
427,DFPHU,780 Third Avenue,New York,NY,10017,United States,,Shell Companies,Financial Services,"DFP Healthcare Acquisitions Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization or other similar business combination. The company was founded in 2019 and is based in New York, New Yor...",2020-12-20
428,LSACU,250 West 55th Street,New York,NY,10019,United States,http://www.lifesciacquisition.com,Shell Companies,Financial Services,"LifeSci Acquisition Corp. does not have significant operations. It intends to acquire assets or businesses through a merger, stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses i...",2020-12-20
429,GFL,100 New Park Place,Vaughan,ON,L4K 0H9,Canada,http://www.gflenv.com,Waste Management,Industrials,"GFL Environmental Inc. operates as a diversified environmental services company in North America. The company offers non-hazardous solid waste management, infrastructure and soil remediation, and liquid waste management services. Its solid waste manage...",2020-12-20
430,ORIC,240 East Grand Avenue,South San Francisco,CA,94080,United States,http://www.oricpharma.com,Biotechnology,Healthcare,"ORIC Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers and develops therapies for treatment of cancers. Its lead product candidate is ORIC-101, a small molecule antagonist of the glucocorticoid receptor, which has been linked...",2020-12-20
