,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
380,LCYAU,1510 West Loop South,Houston,TX,77027,United States,,Shell Companies,Financial Services,"Landcadia Holdings III, Inc. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was formerly known as Automalsyt LLC. Landcadia Holdings III, Inc. was founded in 2018 and is based in Houston, Texas....",2020-12-26
381,LEGH,1600 Airport Freeway,Bedford,TX,76022,United States,http://www.legacyhousingcorp.com,Residential Construction,Consumer Cyclical,"Legacy Housing Corporation builds, sells, and finances manufactured homes and tiny houses primarily in the southern United States. The company manufactures and provides for the transport of mobile homes; and offers wholesale financing to dealers and mobile home parks, as well as a range of homes, including 1 to 5 bedrooms, with 1 to 3 1/2 bathrooms. It also provides floor plan or wholesale financing for independent retailers; consumer financing for its products sold to end-users; and financing to community owners that buy its products for use in their rental housing communities. The company markets its homes under the Legacy brand through a network of 85 independent and 13 company-owned retail locations, as well as direct sales to owners of manufactured home communities in 15 states in the United States. Legacy Housing Corporation was founded in 2005 and is headquartered in Bedford, Texas....",2020-12-26
382,LEGN,2101 Cottontail Lane,Somerset,NJ,08873,United States,http://www.legendbiotech.com,Biotechnology,Healthcare,"Legend Biotech Corporation, a clinical-stage biopharmaceutical company, engages in the discovery and development of novel cell therapies for oncology and other indications. Its lead product candidate, LCAR-B38M/JNJ-4528, is an autologous CAR-T cell therapy that targets the B-cell maturation antigen. The company is conducting multiple clinical trials to evaluate LCAR-B38M/JNJ-4528 as an earlier line of therapy for multiple myeloma (MM), as well as a comparison of the treatment with standard triplet therapy in Revlimid-refractory MM. It also has a broad portfolio of earlier-stage autologous product candidates targeting various cancers, including non-hodgkins lymphoma (NHL), acute myeloid leukemia, and T cell lymphoma. In addition, the company is developing an allogeneic CAR-T product candidate targeting CD20 for the treatment of NHL, which is currently in an investigator-initiated Phase 1 clinical trial in China. Further, it has various product candidates in early preclinical and cl...",2020-12-26
383,LESL,2005 East Indian School Road,Phoenix,AZ,85016,United States,http://lesliespool.com,Home Improvement Retail,Consumer Cyclical,"Leslie's, Inc. operates as a direct-to-consumer pool and spa care brand in the United States. The company markets and sells pool and spa supplies and related products and services, which primarily consist of maintenance items, such as chemicals, equipment and parts, and cleaning and maintenance equipment, as well as safety, recreational, and fitness-related products. It also provides essential services, such as equipment installation and repair to the ongoing maintenance of pools and spas; complimentary, commercial-grade, and in-store water testing and analysis, as well as AccuBlue water testing services; and a mobile app. The company operates 936 locations in 37 states; and e-commerce websites. It serves the residential, professional, and commercial consumers. The company was founded in 1963 and is headquartered in Phoenix, Arizona....",2020-12-26
384,LEVI,1155 Battery Street,San Francisco,CA,94111,United States,http://www.levistrauss.com,Apparel Manufacturing,Consumer Cyclical,"Levi Strauss & Co. operates as an apparel company. It designs, markets, and sells jeans, casual and dress pants, tops, shorts, skirts, jackets, footwear, and related accessories for men, women, and children in the Americas, Europe, and Asia. The company sells its products under the Levi's, Dockers, Signature by Levi Strauss & Co., and Denizen brands; and also licenses its Levi's and Dockers trademarks for various product categories, including footwear, belts, wallets and bags, outerwear, sweaters, dress shirts, kids wear, sleepwear, and hosiery. The company sells its products through third-party retailers, such as department stores, specialty retailers, third-party e-commerce sites, and franchisees who operate brand-dedicated stores; and directly to consumers through various formats, including company-operated mainline and outlet stores, company-operated e-commerce sites, and select shop-in-shops located in department stores and other third-party retail locations. It operates appr...",2020-12-26
385,LEVL,32991 Hamilton Court,Farmington Hills,MI,48334,United States,http://www.levelonebank.com,Banks—Regional,Financial Services,"Level One Bancorp, Inc. operates as a bank holding company for Level One Bank that provides business and consumer financial services in Michigan. Its deposit products include checking accounts, NOW accounts, savings and other time deposits, certificates of deposit, and specialty deposit accounts. The company also provides lending products and related services comprising commercial real estate loans, including construction and land development loans; commercial and industrial loans consisting of lines of credit, term loans, and loans under the small business administration lending program; residential real estate loans; and consumer loans, including home equity loans automobile loans, and credit card services. In addition, it offers cash management services, treasury management services, and mobile banking services. The company serves individuals, owner-managed businesses, professional firms, real estate professionals, and not-for-profit businesses. It operates through 14 Level One...",2020-12-26
386,LFACU,600 Madison Avenue,New York,NY,10022,United States,http://www.lfcapital.co,Shell Companies,Financial Services,"LF Capital Acquisition Corp. does not have significant operations. It focuses on identifying and evaluating opportunities for the acquisition of assets or business with a view to completing a qualifying transaction. The company was founded in 2017 and is based in New York, New York....",2020-12-26
387,LFTRU,292 Newbury Street,Boston,MA,02115,United States,,Shell Companies,Financial Services,"Lefteris Acquisition Corp. focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Boston, Massachusetts....",2020-12-26
388,LI,11 Wenliang Street,Beijing,,101399,China,http://www.lixiang.com,Auto Manufacturers,Consumer Cyclical,"Li Auto Inc., through its subsidiaries, designs, develops, manufactures, and sells smart electric sport utility vehicles (SUVs) in China. It offers Li ONE, a six-seat electric SUV that equipped with a range of extension system and smart vehicle solutions. The company was formerly known as Leading Ideal Inc. and changed its name to Li Auto Inc. in July 2020. Li Auto Inc. was founded in 2015 and is headquartered in Beijing, China....",2020-12-26
389,LINX,"Avenida Doutora Ruth Cardoso, 7221",SÃ£o Paulo,SP,05425-902,Brazil,http://www.linx.com.br,Software—Application,Technology,"Linx S.A., through its subsidiaries, provides management software solutions for the retail market in Brazil and internationally. It offers enterprise resource planning (ERP), and point of sale or point of service (POS) management software; and connectivity, electronic funds transfer, e-commerce, customer relationship management, order management system, and payment methods solutions. The company also provides telecommunication services, such as transmission of voice, data, image, and sound through services of network and circuit, telephony, and other systems, including the Internet. In addition, it offers technical support, advisory, and training services; and operates cloud platform. Further, the company develops and sells POS, automation software, and electronic payment solutions, as well as promotion engine for retail chains in the principal Latin American markets. Additionally, it offers Software as a Service solutions for micro and small retailers; and ERP solutions and servi...",2020-12-26
390,LIVKU,Torre Virreyes,Mexico City,DF,11040,Mexico,,Shell Companies,Financial Services,"LIV Capital Acquisition Corp. does not have significant operations. It intends to identify and evaluate businesses or assets with a view to complete a qualifying transaction. The company was founded in 2019 and is based in Mexico City, Mexico. LIV Capital Acquisition Corp. is a subsidiary of Liv Gp Master, S.A.P.I. De C.V....",2020-12-26
391,LIXT,"248 Route 25A, No. 2",East Setauket,NY,11733,United States,http://www.lixte.com,Biotechnology,Healthcare,"Lixte Biotechnology Holdings, Inc. operates as a drug discovery company that uses biomarker technology to identify enzyme targets related with serious common diseases and designs novel compounds to attack those targets. The company primarily focuses on inhibitors of protein phosphatases that are used alone and in combination with cytotoxic agents and/or x-ray and immune checkpoint blockers; and encompasses two major categories of compounds at various stages of pre-clinical and clinical development. It develops two series of pharmacologically active drugs, which include the LB-100 series that consists of novel structures, which might be useful in the treatment of cancers, and vascular and metabolic diseases; and LB-200 series for the treatment of chronic hereditary diseases, such as Gaucher's disease, as well as cancer and neurodegenerative diseases. Lixte Biotechnology Holdings, Inc. has a clinical trial research agreement with the Moffitt Cancer Center and Research Institute Hosp...",2020-12-26
392,LIZI,Yangcheng Creative Industry Zone,Guangzhou,,510655,China,http://www.lizhi.fm,Internet Content & Information,Communication Services,"Lizhi Inc. operates an online user-generated content audio community, interactive audio entertainment platform, and online audio platform in China. It provides podcasts and audio entertainment products. The company also offers Lizhi app that allows users to record and share their voices on mobile devices. The company has collaboration with Xpeng Motors to integrate its in-car audio content product into Xpeng Motors' in-car intelligent operating system. Lizhi Inc. was founded in 2010 and is headquartered in Guangzhou, the People's Republic of China....",2020-12-26
393,LMND,5 Crosby Street,New York,NY,10013,United States,http://www.lemonade.com,Insurance—Property & Casualty,Financial Services,"Lemonade, Inc. provides various insurance products in the United States and Europe. Its insurance products cover stolen or damaged property, and personal liability that protects its customers if they are responsible for an accident or damage to another person or their property. The company also offers landlord insurance policies to condo and co-op owners who rent out their property to protect their real and personal properties. In addition, it operates as an agent for other insurance companies. The company, formerly known as Lemonade Group, Inc., was founded in 2015 and is headquartered in New York, New York....",2020-12-26
394,LMPX,500 East Broward Boulevard,Fort Lauderdale,FL,33394,United States,http://lmpmotors.com,Auto & Truck Dealerships,Consumer Cyclical,"LMP Automotive Holdings, Inc. operates an e-commerce and facilities-based platform for consumers who desire to buy, sell, subscribe for, or finance pre-owned and new automobiles in the United States. It buys pre-owned automobiles primarily through auctions or directly from other automobile dealers and new automobiles from manufacturers and manufacturer distributors at fleet rates. The company also subscribes the automobiles to its customers by allowing them to enter into its subscription plan for automobiles in which customers have use of an automobile for a minimum of thirty days. Its all-inclusive vehicle subscription membership includes monthly swaps and covers insurance, maintenance, and upkeep. In addition, it sells its inventory, including automobiles to customers and repeats the process. LMP Automotive Holdings, Inc. was incorporated in 2017 and is headquartered in Fort Lauderdale, Florida....",2020-12-26
395,LOACU,Yongda International Tower No. 2277,Shanghai,,,China,,Shell Companies,Financial Services,"Longevity Acquisition Corporation does not have significant operations. The company focuses on acquiring, engaging in a share exchange, share reconstruction and amalgamation, purchasing of assets, entering into contractual arrangements, or other business combination with one or more businesses. Longevity Acquisition Corporation was founded in 2018 and is based in Shanghai, the People's Republic of China....",2020-12-26
396,LOGC,65 Hayden Avenue,Lexington,MA,02421,United States,http://www.logicbio.com,Biotechnology,Healthcare,"LogicBio Therapeutics, Inc., a genome editing company, focuses on developing medicines to treat rare diseases in patients with unmet medical need using GeneRide technology platform. The GeneRide technology is designed to integrate corrective genes into a patient's genome to provide a therapeutic effect. The company's lead product candidate is LB-001 for the treatment of Methylmalonic Acidemia, a life-threatening disease that presents at birth. It has a partnership with Children's Medical Research Institute to develop new viral vectors; and a collaboration agreement with Takeda Pharmaceutical Company Limited to develop new genome editing candidate LB-301 for the treatment of crigler-najjar syndrome. The company was founded in 2014 and is headquartered in Lexington, Massachusetts....",2020-12-26
397,LOVE,Two Landmark Square,Stamford,CT,06901,United States,http://www.lovesac.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"The Lovesac Company designs, manufactures, and sells foam filled furniture, sectional couches, and related accessories. The company offers sactionals, such as seats and sides; sacs, including foam beanbag chairs; and accessories comprising drink holders, foot sac blankets, decorative pillows, fitted seat tables, and ottomans. It markets its products through its approximately 91 showrooms at top tier malls, lifestyle centers, and street locations in 35 states of the United States, as well as through online. The Lovesac Company was founded in 1998 and is headquartered in Stamford, Connecticut....",2020-12-26
398,LQDA,419 Davis Drive,Morrisville,NC,27560,United States,http://www.liquidia.com,Biotechnology,Healthcare,"Liquidia Corporation, through its subsidiaries, operates as a late-stage clinical biopharmaceutical company. The company focuses on the development and commercialization of various products using its PRINT technology that enables precise production of drug particles designed to enhance the safety, efficacy, and performance of a range of therapies. Its product candidates include LIQ861 for the treatment of pulmonary arterial hypertension; and LIQ865 for the treatment of local post-operative pain. The company also provides strategy, investment, and commercialization services for rare disease pharmaceutical products, such as generic Remodulin, a parenteral formulation of treprostinil for pulmonary arterial hypertension. Liquidia Corporation was founded in 2004 and is based in Morrisville, North Carolina....",2020-12-26
399,LSAQ,250 West 55th Street,New York,NY,10019,United States,,Shell Companies,Financial Services,"LifeSci Acquisition II Corp. intends to effect a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities in the healthcare industry. The company was founded in 2019 and is based in New York, New York....",2020-12-26
400,LSF,295 W. Lundgren Mill Dr.,Sisters,OR,97759,United States,http://lairdsuperfood.com,Packaged Foods,Consumer Defensive,"Laird Superfood, Inc. manufactures and markets plant-based natural and functional food in the United States. It offers powdered and liquid coffee creamers, and hydration and beverage enhancing supplements; hydrate coconut water products, activate daily jumpstart products, and performance mushroom supplements; and coffee, tea, and hot chocolate products. The company offers its products through retail channels, its own website, as well as third-party online channels. Laird Superfood, Inc. was founded in 2015 and is headquartered in Sisters, Oregon....",2020-12-26
401,LTHM,2929 Walnut Street,Philadelphia,PA,19104,United States,http://www.livent.com,Specialty Chemicals,Basic Materials,"Livent Corporation manufactures and sells performance lithium based batteries, specialty polymer, and chemical synthesis applications in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers lithium compounds for use in applications that have specific performance requirements, including battery-grade lithium hydroxide for use in high performance lithium-ion batteries; and butyllithium, which is used in the production of polymers and pharmaceutical products, as well as a range of specialty lithium compounds, including high purity lithium metal, which is used in the production of lightweight materials for aerospace applications and non-rechargeable batteries. It also provides lithium phosphate, pharmaceutical-grade lithium carbonate, high purity lithium chloride, and specialty organics; and lithium carbonate and lithium chloride for use as feedstock in the process of producing performance lithium compounds. The company was incorporat...",2020-12-26
402,LTRN,1920 McKinney Avenue,Dallas,TX,75201,United States,http://www.lanternpharma.com,Biotechnology,Healthcare,"Lantern Pharma Inc., a clinical stage oncology biotechnology company, focuses on the development of precision oncology therapeutics using artificial intelligence, genomics, and machine learning. Its advanced drug candidate is LP-100, which is in phase II clinical trials to treat metastatic, castration-resistant, prostate cancer. The company also develops LP-300 as a combination therapy for female non or never-smokers with non-small cell lung cancer adenocarcinoma. In addition, its preclinical development drug candidate is LP-184, an alkylating agent that damages DNA in cancer cells that overexpress certain biomarkers and is from the fulvene class of compounds. The company was incorporated in 2013 and is based in Dallas, Texas....",2020-12-26
403,LU,No. 1333 Lujiazui Ring Road,Shanghai,,,China,http://www.lu.com,Credit Services,Financial Services,"Lufax Holding Ltd is a leading technology-empowered personal financial services platform in China. Lufax Holding Ltd primarily utilizes its customer-centric product offerings and offline-to-online channels to provide retail credit facilitation services to small business owners and salaried workers in China as well as tailor-made wealth management solutions to China's rapidly growing middle class. The Company has implemented a unique, capital-light, hub-and-spoke business model combining purpose-built technology applications, extensive data, and financial services expertise to effectively facilitate the right products to the right customers....",2020-12-26
404,LUNG,700 Chesapeake Drive,Redwood City,CA,94063,United States,http://pulmonx.com,Medical Devices,Healthcare,"Pulmonx Corporation, a medical technology company, designs, develops, manufactures, and markets minimally invasive medical devices for the diagnosis and treatment of chronic obstructive pulmonary diseases. It offers Zephyr Endobronchial Valve, a solution for the treatment of bronchoscopic in adult patients with hyperinflation associated with severe emphysema; and Chartis Pulmonary Assessment System, a balloon catheter and console with flow and pressure sensors that are used to assess the presence of collateral ventilation. The company also provides StratX Lung Analysis Platform, a cloud-based quantitative computed tomography analysis service that offers information emphysema destruction, fissure completeness, and lobar volume to help identify target lobes for the treatment with Zephyr Valves. It serves emphysema patients in Europe, the Middle East, Africa, the Asia-Pacific, the United States, and internationally. Pulmonx Corporation was formerly known as Pulmonx and changed its na...",2020-12-26
405,LUXAU,920 Broadway,New York,NY,10010,United States,,Shell Companies,Financial Services,"Lux Health Tech Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, New York....",2020-12-26
406,LXEH,"No. 818, Hua Yuan Street",Lishui,,323000,China,,Education & Training Services,Consumer Defensive,"Lixiang Education Holding Co., Ltd. provides primary and middle school education services from grade 1 to grade 9 in the People's Republic of China. As of June 30, 2020, the company operated two campuses, including Baiyun Campus and Yijing Campus. It also operates a Liandu Foreign Language School. The company was formerly known as Lianwai Education Group Limited and changed its name to Lixiang Education Holding Co., Ltd. in May 26, 2020. The company was founded in 2001 and is based in Lishui, the People's Republic of China....",2020-12-26
407,LYFT,185 Berry Street,San Francisco,CA,94107,United States,http://www.lyft.com,Software—Application,Technology,"Lyft, Inc. operates a peer-to-peer marketplace for on-demand ridesharing in the United States and Canada. The company offers riders, personalized and on-demand access to various transportation options. It provides Ridesharing Marketplace, which enable drivers to provide their transportation services to riders. The company also offers a network of shared bikes and scooters in various cities to address the needs of riders for shorter routes; Express Drive program, a flexible car rentals program that connects drivers who need access to a car with third-party rental car companies; and concierge for organizations to manage the transportation needs of their customers and employees. In addition, it integrates third-party public transit data into the Lyft app to offer riders various transportation options; offers various enterprise programs, including monthly ride credits for daily commutes, supplementing public transit by providing rides for the first and last leg of commute trips, late-...",2020-12-26
408,LYRA,480 Arsenal Way,Watertown,MA,02472,United States,http://www.lyratherapeutics.com,Biotechnology,Healthcare,"Lyra Therapeutics, Inc., a clinical-stage therapeutics company, focuses on the development and commercialization of novel integrated drug and delivery solutions for the localized treatment of patients with ear, nose, and throat diseases. The company's XTreo technology platform is designed to deliver medicines directly to the affected tissue for sustained periods with a single administration. Its product candidates include LYR-210 and LYR-220, which are bioresorbable polymeric matrices for the treatment of chronic rhinosinusitis. The company was formerly known as 480 Biomedical, Inc. and changed its name to Lyra Therapeutics, Inc. in July 2018. Lyra Therapeutics, Inc. was founded in 2005 and is headquartered in Watertown, Massachusetts....",2020-12-26
409,MAACU,724 Oak Grove,Menlo Park,CA,94025,United States,,Shell Companies,Financial Services,"Montes Archimedes Acquisition Corp. focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was founded in 2020 and is based in Menlo Park, California....",2020-12-26
410,MACUU,19701 Bethel Church Road,Cornelius,NC,28031,United States,,Shell Companies,Financial Services,"Mallard Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Cornelius, North Carolina.",2020-12-26
411,MASS,645 Summer Street,Boston,MA,02210,United States,http://www.908devices.com,Medical Devices,Healthcare,"908 Devices Inc. develops and sells measurement devices for chemical and biochemical analysis in the United States, China, Japan, Europe, and internationally. The company develops its products using mass spectrometry (Mass Spec) technology, an analytical technique for molecular analysis. It offers handheld and desktop Mass Spec devices for the point-of-need applications in life sciences research, bioprocessing, industrial biotech, forensics, and adjacent markets. Its products include MX908, a handheld, battery-powered, and Mass Spec device that is designed for rapid analysis of gas, liquid, and solid materials of unknown identity; Rebel, a desktop analyzer that provides real-time information on the extracellular environment in bioprocesses; and ZipChip, a plug-and-play, high-resolution separation platform that optimizes Mass Spec sample analysis. 908 Devices Inc. was founded in 2012 and is headquartered in Boston, Massachusetts....",2020-12-26
412,MAX,700 South Flower Street,Los Angeles,CA,90017,United States,http://www.mediaalpha.com,Internet Content & Information,Communication Services,"MediaAlpha, Inc., through its subsidiaries, develops insurance customer acquisition technology platform in the United States. Its technology platform brings insurance carriers and consumers together in various verticals of property and casualty insurance, health insurance, and life insurance. The company was founded in 2014 and is headquartered in Los Angeles, California....",2020-12-26
413,MCACU,311 West 43rd Street,New York,NY,10036,United States,http://mcacquisition.com,Shell Companies,Financial Services,"Mountain Crest Acquisition Corp does not have significant operations. It intends to operate as a pleasure and leisure company. The company was founded in 2019 and is based in New York, New York.",2020-12-26
414,MCBS,5114 Buford Highway,Doraville,GA,30340,United States,http://www.metrocitybank.bank,Banks—Regional,Financial Services,"MetroCity Bankshares, Inc. operates as the bank holding company for Metro City Bank that offers banking products and services in Georgia, The United States. It offers consumer and commercial checking accounts, savings accounts, certificates of deposits, money transfers, and other banking services. The company also provides construction and development, commercial real estate, commercial and industrial, residential mortgage, SBA, and other consumer loans; and online banking, treasury management, wire transfer, automated clearing house, and cash management services. It operates 19 full-service branch locations in Alabama, Florida, Georgia, New York, New Jersey, Texas, and Virginia. The company was founded in 2006 and is based in Doraville, Georgia....",2020-12-26
415,MCFE,6220 America Center Drive,San Jose,CA,95002,United States,http://www.mcafee.com,Software—Application,Technology,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers, small and medium-sized businesses, large enterprises, and governments in the United States and internationally. The company operates in two segments, Consumer and Enterprise. Its security technologies enable home users and businesses to stay ahead of the wave of fileless attacks, viruses, malware, and other online threats. The company offers personal protection services that provide holistic digital protection of the individual and family wherever they go under the Total Protection and LiveSafe brands; and integrated and open platform for heterogeneous, multi-cloud, and on-premise environments. It also provides device security, online privacy and comprehensive Internet security, and identity protection services; and MVISION Device, MVISION Cloud, and MVISION security services. McAfee Corp. was founded in 2019 and is headquartered in San Jose, California....",2020-12-26
416,MDJH,Saidun Center,Tianjin,,,China,http://www.mdjhchina.com,Real Estate Services,Real Estate,"MDJM Ltd., through its subsidiaries and variable interest entity, operates as an integrated real estate services company in the People's Republic of China. It offers real estate agency services to real estate developers; and real estate consulting services, such as real estate marketing and planning, real estate agency services, and advertising planning services. The company also provides independent training and tourism development services. It serves real estate developers, real estate design institutes and agencies, urban planning bureaus of various levels of governments, and urban rail transportation companies, as well as urban infrastructure development companies. The company was formerly known as MDJLEAD LTD. and changed its name to MDJM Ltd. in May 2018. MDJM Ltd. was founded in 2002 and is headquartered in Tianjin, the People's Republic of China....",2020-12-26
417,MDLA,575 Market Street,San Francisco,CA,94105,United States,http://www.medallia.com,Software—Application,Technology,"Medallia, Inc. provides an enterprise Software-as-a-Service platform in North America, Europe, the Middle East, Africa, and internationally. The company's platform utilizes deep learning-based artificial intelligence technology to analyze structured and unstructured data from signal fields in human, digital, and Internet of Things interactions. It offers products for enterprises to capture signals, including Medallia Conversations, Medallia Crowdicity, Medallia Digital, Medallia Employee Ideas, Medallia LivingLens, Medallia Social, and Medallia Zingle; and analytics, insights, and artificial intelligence products, such as Medallia Predictive and Prescriptive Analytics, Medallia Theme Explorer/Text Analytics, Journey Analytics, and CX360. The company also provides insights on customer experience within the organization to take action comprising Medallia Applications, Medallia Mobile, Medallia Voices, and Org Sync. In addition, it offers professional services, which include managed,...",2020-12-26
418,MDRR,1051 East Cary Street,Richmond,VA,23219,United States,http://www.medalistreit.com,REIT—Diversified,Real Estate,"Medalist Diversified REIT Inc. is a Maryland corporation formed on September 28, 2015. Beginning with our taxable year ended December 31, 2017, we believe that we have operated in a manner qualifying us as a real estate investment trust (ÂREITÂ), and we have elected to be taxed as a REIT for federal income tax purposes. Our company serves as the general partner of Medalist Diversified Holdings, LP which was formed as a Delaware limited partnership on September 29, 2015. Our company was formed to acquire, reposition, renovate, lease and manage income-producing properties, with a primary focus on (i) commercial properties, including flex-industrial and retail properties, (ii) multi-family residential properties and (iii) limited service hotel properties in secondary and tertiary markets in the southeastern part of the United States, with an expected concentration in Virginia, North Carolina, South Carolina, Georgia, Florida and Alabama....",2020-12-26
419,MDWT,2900 South 70th Street,Lincoln,NE,68506,United States,http://www.midwestholding.com,Insurance—Life,Financial Services,"Midwest Holding Inc., a financial services holding company, engages in underwriting and marketing life insurance products in the United States. It offers multi-year guaranteed and fixed indexed annuity products. The company was founded in 2003 and is based in Lincoln, Nebraska. Midwest Holding Inc. is a subsidiary of Xenith Holdings LLC....",2020-12-26
420,MEC,715 South Street,Mayville,WI,53050,United States,http://www.mecinc.com,Metal Fabrication,Industrials,"Mayville Engineering Company, Inc. operates as a contract manufacturer that serves the heavy and medium duty commercial vehicle, construction, powersports, agriculture, military, and other end markets in the United States. The company provides a range of prototyping and tooling, production fabrication, coating, assembly and aftermarket components. It also supplies engineered components to original equipment manufacturers. The company was founded in 1945 and is headquartered in Mayville, Wisconsin....",2020-12-26
421,MEDS,3840 Land Oâ Lakes Boulevard,Land O'Lakes,FL,34639,United States,http://www.trxadegroup.com,Pharmaceutical Retailers,Healthcare,"Trxade Group, Inc., together with its subsidiaries, owns and operates a business-to-business (B2B) web-based marketplace focused on the pharmaceutical industry in the United States. It operates through Trxade, Inc.; Community Specialty Pharmacy, LLC; Integra Pharma, LLC; and Other segments. The company operates a web based market platform that enables commerce among healthcare buyers and sellers of pharmaceuticals, accessories, and services. Its principal products and services include Trxade.com, a web-based pharmaceutical marketplace; InventoryRx.com, a web-based pharmaceutical exchange platform; Pharmabayonline that provides proprietary pharmaceutical data analytics and governmental reimbursement benchmarks analysis to the United States-based independent pharmacies and pharmaceutical databases; and RxGuru, an application, which offers product information. The company also operates a retail specialty pharmacy. In addition, it operates Delivmeds.com, a consumer-based app to provid...",2020-12-26
422,MEG,1 Park Plaza,Irvine,CA,92614,United States,http://www.montrose-env.com,Waste Management,Industrials,"Montrose Environmental Group, Inc. operates as an environmental services company in the United States. The company operates in three segments: Assessment, Permitting and Response; Measurement and Analysis; and Remediation and Reuse. The Assessment, Permitting and Response segment provides scientific advisory and consulting services to support environmental assessments, environmental emergency response, and environmental audits and permits for current operations, facility upgrades, new projects, decommissioning projects, and development projects. Its technical advisory and consulting services include regulatory compliance support and planning, environmental, and ecosystem and toxicological assessments and support during responses to environmental disruptions. The Measurement and Analysis segment tests and analyzes air, water, and soil to determine concentrations of contaminants, as well as the toxicological impact of contaminants on flora, fauna, and human health. Its services incl...",2020-12-26
423,MESA,410 North 44th Street,Phoenix,AZ,85008,United States,http://www.mesa-air.com,Airlines,Industrials,"Mesa Air Group, Inc. operates as the holding company for Mesa Airlines, Inc. that provides regional air carrier services under capacity purchase agreements with the American Airlines and the United Airlines. As of September 30, 2020, it operated a fleet of 146 aircraft with approximately 373 daily departures to 102 cities in the United States and Mexico. The company was founded in 1982 and is headquartered in Phoenix, Arizona....",2020-12-26
424,MGTA,100 Technology Square,Cambridge,MA,02139,United States,http://www.magentatx.com,Biotechnology,Healthcare,"Magenta Therapeutics, Inc., a clinical-stage biotechnology company, develops novel medicines to extend the curative power of stem cell transplant, gene therapy, genome editing, and cell therapy to patients. Thecompany is developing C100, C200, and C300 targeted antibody-drug conjugates for transplant conditioning; MGTA-145, a novel stem cell mobilization product candidate to control stem cell mobilization; MGTA-456, an allogeneic stem cell therapy to control stem cell growth; E478, a small molecule aryl hydrocarbon receptor antagonist for the expansion of gene-modified stem cells; and G100, an antibody-drug conjugate program to prevent acute graft and host diseases. It has a has a research and clinical collaboration agreement with AVROBIO, Inc.to evaluate targeted antibody-drug conjugate as a conditioning regimen for lentiviral gene therapies; and clinical trial collaboration with bluebird bio, Inc. to evaluate the utility of MGTA-145, in combination with plerixafor, for mobilizat...",2020-12-26
425,MGTX,430 East 29th Street,New York,NY,10016,United States,http://www.meiragtx.com,Biotechnology,Healthcare,"MeiraGTx Holdings plc, a clinical-stage gene therapy company, focusing on developing treatments for patients living with serious diseases. The company develops various therapies for ocular diseases, including rare inherited blindness, as well as Xerostomia following radiation treatment for head and neck cancers; neurodegenerative diseases, such as amyothrophic lateral sclerosis; and Parkinson's diseases. Its programs in clinical development include Phase 1/2 clinical stage programs in Achromatopsia, X-Linked Retinitis Pigmentosa, RPE65-deficiency, and radiation-induced Xerostomia, as well as Parkinson's program. The company also focuses on initiating a clinical program in xerostomia related to Sjogren's syndrome and have preclinical programs in neurodegenerative diseases. It has a research collaboration agreement with Janssen Pharmaceuticals, Inc. to develop regulatable gene therapy treatment using the company's proprietary riboswitch technology. The company was founded in 2015 an...",2020-12-26
426,MIRM,950 Tower Lane,Foster City,CA,94404,United States,http://mirumpharma.com,Biotechnology,Healthcare,"Mirum Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the development and commercialization of a late-stage pipeline of novel therapies for debilitating liver diseases. Its lead product candidate is maralixibat, an investigational oral drug that is in Phase 3 clinical trial for the treatment of progressive familial intrahepatic cholestasis disease, as well as for the treatment of Alagille syndrome and biliary atresia disease. The company is also develops Volixibat drug for treatment of intrahepatic cholestasis of pregnancy and primary sclerosing cholangitis. Mirum Pharmaceuticals, Inc. was founded in 2018 and is headquartered in Foster City, California....",2020-12-26
427,MIST,1111 Dr. Frederik-Philips Boulevard,Montreal,QC,H4M 2X6,Canada,http://www.milestonepharma.com,Biotechnology,Healthcare,"Milestone Pharmaceuticals Inc., a biopharmaceutical company, develops and commercializes etripamil for the treatment of cardiovascular indications. It is developing etripamil, a novel channel blocker, which is in Phase III clinical trial for the treatment of paroxysmal supraventricular tachycardia in the United States and Canada, as well as for the treatment of atrial fibrillation, angina, and other cardiovascular indications. The company was founded in 2003 and is headquartered in MontrÃ©al, Canada....",2020-12-26
